"brand_name","drug_product_description","spending_year","wac_year","wac_increase_amount","wac_after_increase","unit_sales_volume_us","total_spending_5_years","total_dosage_units_5_years","total_spending_per_year","total_dosage_units_per_year"
"Taron-C DHA",NULL,2019,NULL,NULL,NULL,NULL,"23129.83","26899","7343.43","8594"
"Taron-C DHA",NULL,2020,NULL,NULL,NULL,NULL,"23129.83","26899","6162.45","7446"
"Taron-C DHA",NULL,2021,NULL,NULL,NULL,NULL,"23129.83","26899","2057.10","2464"
"Taron-C DHA",NULL,2022,NULL,NULL,NULL,NULL,"23129.83","26899","1003.26","1140"
"Tarpeyo",NULL,2022,NULL,NULL,NULL,NULL,"2522852.07","20544","2522852.07","20544"
"Tasigna",NULL,2018,NULL,NULL,NULL,NULL,"1732837078.50","12799464","346488391.70","2979558"
"Tasigna",NULL,2019,NULL,NULL,NULL,NULL,"1732837078.50","12799464","318637020.10","2528568"
"Tasigna",NULL,2020,NULL,NULL,NULL,NULL,"1732837078.50","12799464","339500199.20","2510926"
"Tasigna",NULL,2021,NULL,NULL,NULL,NULL,"1732837078.50","12799464","352216339.10","2400385"
"Tasigna",NULL,2022,NULL,NULL,NULL,NULL,"1732837078.50","12799464","375995128.40","2380027"
"Tavaborole",NULL,2020,NULL,NULL,NULL,NULL,"23523586.09","442738","808400.17","7230"
"Tavaborole",NULL,2021,NULL,NULL,NULL,NULL,"23523586.09","442738","7580502.56","130165"
"Tavaborole",NULL,2022,NULL,NULL,NULL,NULL,"23523586.09","442738","15134683.36","305343"
"Tavalisse",NULL,2018,NULL,NULL,NULL,NULL,"102500053.75","517322","5337627.35","33588"
"Tavalisse",NULL,2019,NULL,NULL,NULL,NULL,"102500053.75","517322","17751233.70","101619"
"Tavalisse",NULL,2020,NULL,NULL,NULL,NULL,"102500053.75","517322","21711457.92","112007"
"Tavalisse",NULL,2021,NULL,NULL,NULL,NULL,"102500053.75","517322","25300767.79","122619"
"Tavalisse",NULL,2022,NULL,NULL,NULL,NULL,"102500053.75","517322","32398966.99","147489"
"Tavneos",NULL,2022,NULL,NULL,NULL,NULL,"11726920.65","143310","11726920.65","143310"
"Taytulla",NULL,2018,NULL,NULL,NULL,NULL,"271846.42","39284","57550.48","9268"
"Taytulla",NULL,2019,NULL,NULL,NULL,NULL,"271846.42","39284","79649.72","11704"
"Taytulla",NULL,2020,NULL,NULL,NULL,NULL,"271846.42","39284","74891.23","10500"
"Taytulla",NULL,2021,NULL,NULL,NULL,NULL,"271846.42","39284","29927.02","4088"
"Taytulla",NULL,2022,NULL,NULL,NULL,NULL,"271846.42","39284","29827.97","3724"
"Tazarotene",NULL,2018,NULL,NULL,NULL,NULL,"8864184.20","1585703","1760980.17","247935"
"Tazarotene",NULL,2019,NULL,NULL,NULL,NULL,"8864184.20","1585703","1714010.33","288691"
"Tazarotene",NULL,2020,NULL,NULL,NULL,NULL,"8864184.20","1585703","1715848.35","311559"
"Tazarotene",NULL,2021,NULL,NULL,NULL,NULL,"8864184.20","1585703","1736097.92","357648"
"Tazarotene",NULL,2022,NULL,NULL,NULL,NULL,"8864184.20","1585703","1937247.43","379870"
"Tazicef*",NULL,2018,NULL,NULL,NULL,NULL,"496809.38","361397","159953.60","81217"
"Tazicef*",NULL,2019,NULL,NULL,NULL,NULL,"496809.38","361397","124678.47","110026"
"Tazicef*",NULL,2020,NULL,NULL,NULL,NULL,"496809.38","361397","106748.93","89636"
"Tazicef*",NULL,2021,NULL,NULL,NULL,NULL,"496809.38","361397","57227.07","54952"
"Tazicef*",NULL,2022,NULL,NULL,NULL,NULL,"496809.38","361397","48201.31","25566"
"Tazorac",NULL,2018,NULL,NULL,NULL,NULL,"13279215.12","953925","3253311.99","262805"
"Tazorac",NULL,2019,NULL,NULL,NULL,NULL,"13279215.12","953925","2942262.03","214140"
"Tazorac",NULL,2020,NULL,NULL,NULL,NULL,"13279215.12","953925","2715388.15","189250"
"Tazorac",NULL,2021,NULL,NULL,NULL,NULL,"13279215.12","953925","2266751.70","152310"
"Tazorac",NULL,2022,NULL,NULL,NULL,NULL,"13279215.12","953925","2101501.25","135420"
"Taztia Xt",NULL,2018,NULL,NULL,NULL,NULL,"1679753.57","2122370","1297087.99","1639772"
"Taztia Xt",NULL,2019,NULL,NULL,NULL,NULL,"1679753.57","2122370","246584.87","309477"
"Taztia Xt",NULL,2020,NULL,NULL,NULL,NULL,"1679753.57","2122370","85410.02","112703"
"Taztia Xt",NULL,2021,NULL,NULL,NULL,NULL,"1679753.57","2122370","28375.67","33169"
"Taztia Xt",NULL,2022,NULL,NULL,NULL,NULL,"1679753.57","2122370","22295.02","27249"
"Tazverik",NULL,2020,NULL,NULL,NULL,NULL,"25768518.96","352774","2816559.88","42284"
"Tazverik",NULL,2021,NULL,NULL,NULL,NULL,"25768518.96","352774","8150727.15","116346"
"Tazverik",NULL,2022,NULL,NULL,NULL,NULL,"25768518.96","352774","14801231.93","194144"
"Tdvax",NULL,2018,NULL,NULL,NULL,NULL,"2936150.35","46249","758410.53","14496"
"Tdvax",NULL,2019,NULL,NULL,NULL,NULL,"2936150.35","46249","686250.57","11426"
"Tdvax",NULL,2020,NULL,NULL,NULL,NULL,"2936150.35","46249","487499.49","6810"
"Tdvax",NULL,2021,NULL,NULL,NULL,NULL,"2936150.35","46249","479079.98","7074"
"Tdvax",NULL,2022,NULL,NULL,NULL,NULL,"2936150.35","46249","524909.78","6443"
"Tecentriq",NULL,2018,NULL,NULL,NULL,NULL,"64930319.11","132764","3601620.33","8340"
"Tecentriq",NULL,2019,NULL,NULL,NULL,NULL,"64930319.11","132764","9260687.00","20322"
"Tecentriq",NULL,2020,NULL,NULL,NULL,NULL,"64930319.11","132764","12942335.15","27230"
"Tecentriq",NULL,2021,NULL,NULL,NULL,NULL,"64930319.11","132764","14535133.49","29518"
"Tecentriq",NULL,2022,NULL,NULL,NULL,NULL,"64930319.11","132764","24590543.14","47354"
"Tecfidera",NULL,2018,NULL,NULL,NULL,NULL,"4117933616.30","30308676","1019481294.00","8110516"
"Tecfidera",NULL,2019,NULL,NULL,NULL,NULL,"4117933616.30","30308676","1131042462.00","8413276"
"Tecfidera",NULL,2020,NULL,NULL,NULL,NULL,"4117933616.30","30308676","1054984601.00","7428258"
"Tecfidera",NULL,2021,NULL,NULL,NULL,NULL,"4117933616.30","30308676","569199652.80","3996314"
"Tecfidera",NULL,2022,NULL,NULL,NULL,NULL,"4117933616.30","30308676","343225606.50","2360312"
"Techlite Insulin Syringe",NULL,2018,NULL,NULL,NULL,NULL,"555895.70","2892132","27445.13","147430"
"Techlite Insulin Syringe",NULL,2019,NULL,NULL,NULL,NULL,"555895.70","2892132","71343.83","367196"
"Techlite Insulin Syringe",NULL,2020,NULL,NULL,NULL,NULL,"555895.70","2892132","128995.32","673536"
"Techlite Insulin Syringe",NULL,2021,NULL,NULL,NULL,NULL,"555895.70","2892132","158110.02","819347"
"Techlite Insulin Syringe",NULL,2022,NULL,NULL,NULL,NULL,"555895.70","2892132","170001.40","884623"
"Techlite Pen Needle",NULL,2018,NULL,NULL,NULL,NULL,"7718579.07","35568154","841611.39","2556857"
"Techlite Pen Needle",NULL,2019,NULL,NULL,NULL,NULL,"7718579.07","35568154","1113073.95","3338605"
"Techlite Pen Needle",NULL,2020,NULL,NULL,NULL,NULL,"7718579.07","35568154","1198228.50","6219808"
"Techlite Pen Needle",NULL,2021,NULL,NULL,NULL,NULL,"7718579.07","35568154","1937260.42","10011216"
"Techlite Pen Needle",NULL,2022,NULL,NULL,NULL,NULL,"7718579.07","35568154","2628404.81","13441668"
"Teflaro",NULL,2018,NULL,NULL,NULL,NULL,"56093499.08","3280728","11632590.21","921040"
"Teflaro",NULL,2019,NULL,NULL,NULL,NULL,"56093499.08","3280728","11879686.93","769411"
"Teflaro",NULL,2020,NULL,NULL,NULL,NULL,"56093499.08","3280728","11106086.24","664401"
"Teflaro",NULL,2021,NULL,NULL,NULL,NULL,"56093499.08","3280728","10145909.80","533973"
"Teflaro",NULL,2022,NULL,NULL,NULL,NULL,"56093499.08","3280728","11329225.90","391903"
"Tegretol",NULL,2018,NULL,NULL,NULL,NULL,"68922378.80","41097293","15406823.36","9416769"
"Tegretol",NULL,2019,NULL,NULL,NULL,NULL,"68922378.80","41097293","14315725.62","8297228"
"Tegretol",NULL,2020,NULL,NULL,NULL,NULL,"68922378.80","41097293","13773590.97","8197984"
"Tegretol",NULL,2021,NULL,NULL,NULL,NULL,"68922378.80","41097293","13081658.99","7956499"
"Tegretol",NULL,2022,NULL,NULL,NULL,NULL,"68922378.80","41097293","12344579.86","7228813"
"Tegretol XR",NULL,2018,NULL,NULL,NULL,NULL,"91773416.83","29841381","21039225.24","7452449"
"Tegretol XR",NULL,2019,NULL,NULL,NULL,NULL,"91773416.83","29841381","19561110.69","6359698"
"Tegretol XR",NULL,2020,NULL,NULL,NULL,NULL,"91773416.83","29841381","17985075.96","5786661"
"Tegretol XR",NULL,2021,NULL,NULL,NULL,NULL,"91773416.83","29841381","16709527.88","5260824"
"Tegretol XR",NULL,2022,NULL,NULL,NULL,NULL,"91773416.83","29841381","16478477.06","4981749"
"Tegsedi",NULL,2019,NULL,NULL,NULL,NULL,"76743546.82","12509","19207847.56","3209"
"Tegsedi",NULL,2020,NULL,NULL,NULL,NULL,"76743546.82","12509","23580460.78","3918"
"Tegsedi",NULL,2021,NULL,NULL,NULL,NULL,"76743546.82","12509","19232796.87","3102"
"Tegsedi",NULL,2022,NULL,NULL,NULL,NULL,"76743546.82","12509","14722441.61","2280"
"Tekturna",NULL,2018,NULL,NULL,NULL,NULL,"42484525.10","5735112","25462963.99","3654518"
"Tekturna",NULL,2019,NULL,NULL,NULL,NULL,"42484525.10","5735112","11880739.10","1503189"
"Tekturna",NULL,2020,NULL,NULL,NULL,NULL,"42484525.10","5735112","2398833.98","293326"
"Tekturna",NULL,2021,NULL,NULL,NULL,NULL,"42484525.10","5735112","1560943.14","168050"
"Tekturna",NULL,2022,NULL,NULL,NULL,NULL,"42484525.10","5735112","1181044.89","116029"
"Tekturna HCT",NULL,2018,NULL,NULL,NULL,NULL,"21638488.76","2581538","5237537.71","735188"
"Tekturna HCT",NULL,2019,NULL,NULL,NULL,NULL,"21638488.76","2581538","5300179.71","654053"
"Tekturna HCT",NULL,2020,NULL,NULL,NULL,NULL,"21638488.76","2581538","4347228.76","515070"
"Tekturna HCT",NULL,2021,NULL,NULL,NULL,NULL,"21638488.76","2581538","4162545.27","437472"
"Tekturna HCT",NULL,2022,NULL,NULL,NULL,NULL,"21638488.76","2581538","2590997.31","239755"
"Telmisartan",NULL,2018,NULL,NULL,NULL,NULL,"240443497.35","306058425","21716480.50","23792687"
"Telmisartan",NULL,2019,NULL,NULL,NULL,NULL,"240443497.35","306058425","53610746.48","56417728"
"Telmisartan",NULL,2020,NULL,NULL,NULL,NULL,"240443497.35","306058425","61170850.77","71561948"
"Telmisartan",NULL,2021,NULL,NULL,NULL,NULL,"240443497.35","306058425","53442201.11","74001189"
"Telmisartan",NULL,2022,NULL,NULL,NULL,NULL,"240443497.35","306058425","50503218.49","80284873"
"Telmisartan-Amlodipine",NULL,2018,NULL,NULL,NULL,NULL,"12985858.42","4414584","2119328.68","686682"
"Telmisartan-Amlodipine",NULL,2019,NULL,NULL,NULL,NULL,"12985858.42","4414584","2658996.36","858123"
"Telmisartan-Amlodipine",NULL,2020,NULL,NULL,NULL,NULL,"12985858.42","4414584","2523574.45","793998"
"Telmisartan-Amlodipine",NULL,2021,NULL,NULL,NULL,NULL,"12985858.42","4414584","2634843.81","960149"
"Telmisartan-Amlodipine",NULL,2022,NULL,NULL,NULL,NULL,"12985858.42","4414584","3049115.12","1115632"
"Telmisartan-Hydrochlorothiazid",NULL,2018,NULL,NULL,NULL,NULL,"172139524.75","80125366","21600536.20","9146984"
"Telmisartan-Hydrochlorothiazid",NULL,2019,NULL,NULL,NULL,NULL,"172139524.75","80125366","37533866.23","16873035"
"Telmisartan-Hydrochlorothiazid",NULL,2020,NULL,NULL,NULL,NULL,"172139524.75","80125366","41768235.82","18883065"
"Telmisartan-Hydrochlorothiazid",NULL,2021,NULL,NULL,NULL,NULL,"172139524.75","80125366","37037100.57","17898109"
"Telmisartan-Hydrochlorothiazid",NULL,2022,NULL,NULL,NULL,NULL,"172139524.75","80125366","34199785.93","17324173"
"Temazepam",NULL,2018,NULL,NULL,NULL,NULL,"157373625.47","421691283","25921342.83","63028220"
"Temazepam",NULL,2019,NULL,NULL,NULL,NULL,"157373625.47","421691283","33075519.51","91582773"
"Temazepam",NULL,2020,NULL,NULL,NULL,NULL,"157373625.47","421691283","33991841.56","93744081"
"Temazepam",NULL,2021,NULL,NULL,NULL,NULL,"157373625.47","421691283","32248968.11","88872142"
"Temazepam",NULL,2022,NULL,NULL,NULL,NULL,"157373625.47","421691283","32135953.46","84464067"
"Temozolomide",NULL,2020,NULL,NULL,NULL,NULL,"577091.85","11557","202667.05","4490"
"Temozolomide",NULL,2021,NULL,NULL,NULL,NULL,"577091.85","11557","257387.10","4561"
"Temozolomide",NULL,2022,NULL,NULL,NULL,NULL,"577091.85","11557","117037.70","2506"
"Temsirolimus",NULL,2021,NULL,NULL,NULL,NULL,"156454.65","112","156454.65","112"
"Tencon",NULL,2018,NULL,NULL,NULL,NULL,"148266.28","205051","82890.06","112660"
"Tencon",NULL,2019,NULL,NULL,NULL,NULL,"148266.28","205051","26963.13","37101"
"Tencon",NULL,2020,NULL,NULL,NULL,NULL,"148266.28","205051","14860.90","20761"
"Tencon",NULL,2021,NULL,NULL,NULL,NULL,"148266.28","205051","12060.69","17313"
"Tencon",NULL,2022,NULL,NULL,NULL,NULL,"148266.28","205051","11491.50","17216"
"Tenivac",NULL,2018,NULL,NULL,NULL,NULL,"10295897.32","131124","1804776.11","24248"
"Tenivac",NULL,2019,NULL,NULL,NULL,NULL,"10295897.32","131124","2180428.35","26502"
"Tenivac",NULL,2020,NULL,NULL,NULL,NULL,"10295897.32","131124","1734744.62","20037"
"Tenivac",NULL,2021,NULL,NULL,NULL,NULL,"10295897.32","131124","1989813.26","26615"
"Tenivac",NULL,2022,NULL,NULL,NULL,NULL,"10295897.32","131124","2586134.98","33722"
"Tenofovir Disoproxil Fumarate",NULL,2018,NULL,NULL,NULL,NULL,"93038777.74","16434808","27805772.16","1980482"
"Tenofovir Disoproxil Fumarate",NULL,2019,NULL,NULL,NULL,NULL,"93038777.74","16434808","17389915.23","3346331"
"Tenofovir Disoproxil Fumarate",NULL,2020,NULL,NULL,NULL,NULL,"93038777.74","16434808","16256607.01","3573146"
"Tenofovir Disoproxil Fumarate",NULL,2021,NULL,NULL,NULL,NULL,"93038777.74","16434808","13941729.63","3675331"
"Tenofovir Disoproxil Fumarate",NULL,2022,NULL,NULL,NULL,NULL,"93038777.74","16434808","17644753.71","3859518"
"Tenoretic 100",NULL,2018,NULL,NULL,NULL,NULL,"73634.32","15074","30011.40","6105"
"Tenoretic 100",NULL,2019,NULL,NULL,NULL,NULL,"73634.32","15074","23774.48","4904"
"Tenoretic 100",NULL,2020,NULL,NULL,NULL,NULL,"73634.32","15074","19848.44","4065"
"Tenoretic 50",NULL,2018,NULL,NULL,NULL,NULL,"863309.66","73848","240298.59","20882"
"Tenoretic 50",NULL,2019,NULL,NULL,NULL,NULL,"863309.66","73848","198303.58","17251"
"Tenoretic 50",NULL,2020,NULL,NULL,NULL,NULL,"863309.66","73848","166066.99","14288"
"Tenoretic 50",NULL,2021,NULL,NULL,NULL,NULL,"863309.66","73848","130962.45","10952"
"Tenoretic 50",NULL,2022,NULL,NULL,NULL,NULL,"863309.66","73848","127678.05","10475"
"Tenormin",NULL,2018,NULL,NULL,NULL,NULL,"25120647.21","2003143","6058490.09","496339"
"Tenormin",NULL,2019,NULL,NULL,NULL,NULL,"25120647.21","2003143","5605626.53","454351"
"Tenormin",NULL,2020,NULL,NULL,NULL,NULL,"25120647.21","2003143","4942433.83","400600"
"Tenormin",NULL,2021,NULL,NULL,NULL,NULL,"25120647.21","2003143","4388569.70","340119"
"Tenormin",NULL,2022,NULL,NULL,NULL,NULL,"25120647.21","2003143","4125527.06","311734"
"Tepezza",NULL,2020,NULL,NULL,NULL,NULL,"194424800.84","16853","42287713.19","4212"
"Tepezza",NULL,2021,NULL,NULL,NULL,NULL,"194424800.84","16853","61244125.14","6964"
